AVG(airtemp),AVG(humidity),"AVG(lux, *10^3)",days for harvest
31.446494938819026,79.62932760214089,11.313002861230329,45.19025838719962
32.50557939040985,76.47653800735146,16.99470815450644,45.21527822999187
29.350929857835236,86.34592281663537,4.818721030042918,45.153150171146585
28.918168792397168,87.73962805097196,5.323045779685264,45.1279290760181
38.8220313021724,79.79942758366444,11.305457796852648,48.52057155117585
35.71659529635493,89.54005721369185,7.058256080114449,48.38545593384588
30.047714304242817,83.78857139587403,9.72198,45.09770300069669
30.15193133702094,83.96967093013387,7.116542203147354,45.19302261923643
29.66277061121116,83.33910537213302,7.574669552669553,44.89029186188348
28.09226190192359,87.37619060561771,6.655037202380952,44.6987544880371
31.513018598542875,80.12947063964495,11.699515021459227,45.27868018380458
32.13133046828285,79.33462100922635,16.214110157367667,45.41189174980376
33.532904208814976,71.92174525117669,17.66067811158798,45.10102602546328
32.66446981730639,75.51676218420864,13.448123209169054,45.202101336602425
34.273962721058055,71.25364815489587,11.993855507868384,45.406567862321836
33.58042851584298,73.90314284188406,15.297317142857144,45.39320931224357
33.75959887135678,82.19469891304956,13.58652435530086,46.52557794945443
31.84328572137015,78.508428540911,12.411407142857142,45.21742451552557
31.77238910222088,79.73404850775592,12.121922746781117,45.34148124951537
33.47911294710653,79.56666668631317,11.656775393419167,46.09093842146818
33.41530755661076,75.34620889164347,16.307108726752503,45.489189014900525
34.69928465858209,72.10815436782073,14.595872675250355,45.678120726406945
33.412446394498765,73.92446336214122,13.84044635193133,45.335021046940376
32.7256079961643,73.08869795464992,15.86654077253219,44.90236826245267
87.32875894212374,102.28817509343156,13.662334306569344,73.06646031573439
27.746494904437633,89.61759679136699,4.990137339055794,44.839984107549796
30.18383402681146,84.88583682910226,11.434061516452076,45.27867382898687
29.074678131780228,88.26881264617003,9.3493104434907,45.224083985392284
31.717882688465036,74.33204575567287,11.947912732474965,44.64449097247113
33.4197424505231,68.71130182268963,18.68640772532189,44.6393141633563
33.11373387829258,73.34964229381818,14.855174535050072,45.11914657915814
32.27896989977923,75.1982831286429,17.097187410586553,44.95303986715342
32.98597997793653,72.20515021677522,15.170914163090128,44.915830719946925
30.856080149376343,80.4513591280652,12.478216022889844,45.01636653692427
33.520600850148945,70.62317584887765,13.942343347639486,44.97046716051908
31.22718169794915,73.23962807280141,16.29458941344778,44.244679137993764
34.2877143069676,69.53214278629848,16.089484285714285,45.15705621666129
33.29198859109729,66.82460658301271,17.281675250357655,44.36049902732648
33.38068672856889,67.12374826084732,16.969945636623745,44.44073734622148
36.55607998729264,82.03104475946385,12.795494992846924,47.76766268675808
28.48082978462798,89.39656654106871,4.959871244635193,45.1421535442093
28.929714257376535,84.11228576660156,8.685068571428571,44.646853014481394
27.55951362413398,84.0952790332625,12.340298998569386,43.99357719776316
