AVG(airtemp),AVG(humidity),"AVG(lux, *10^3)",days for harvest
32.420314739702086,71.09785409580826,19.103852646638057,44.48465150832857
32.52761088249851,66.50515023423878,19.6759556509299,43.95383514102865
34.01316156782988,66.19384834387783,19.18971959942775,44.586310038962665
33.6329040636491,70.73333336389457,20.33865236051502,44.970873627060115
32.744714254651754,64.23314293997629,19.45393857142857,43.769861201613146
31.337768186315447,57.780257420137374,20.17996280400572,42.32596719027073
24.961087225503334,82.51702431172602,5.014547925608012,42.70379552742948
22.98655216888297,88.55264663150552,3.4261888412017165,42.58711031890897
23.20085850498707,91.08311879344934,3.642266094420601,42.99695496133087
26.19442860739572,80.1067142377581,11.486781428571428,42.89179407701625
28.05593707257927,68.58283265295287,19.516758226037197,42.20855499148425
28.28068667999835,66.97467813778333,21.125951359084407,42.09262791958595
29.29971384695159,71.33204614860306,19.57313590844063,43.10916171673519
30.357081488307795,58.183977080687605,23.687419170243203,41.90143205872281
29.032904102396387,63.3836909336423,19.470217453505008,41.99838216534182
29.468526441822405,59.55364803592535,25.026931330472102,41.660399672609
27.903433413635167,53.00815453481606,16.554429184549356,40.22564110138576
24.65207444274204,80.64120181060485,7.22889556509299,42.30895880180153
34.87492870123133,90.37134674422038,6.761134670487106,48.114566002344915
26.83376255772145,81.09942762295746,8.771886981402004,43.329586827666425
22.66623752413901,73.716022835269,7.084931330472103,40.55506450964232
24.8420600781966,72.49284690234794,16.54145493562232,41.28434691010659
28.2668097309118,72.18097289471497,18.532121602288985,42.76208679479083
60.62177033002214,82.42510841494894,16.726889695210453,58.57466042675739
29.47167377444637,72.92331905119408,22.282490701001432,43.357937365030836
28.459799677858367,71.43404882319155,20.423593705293275,42.736595964471064
28.74349068026345,77.0238912688816,20.072113018597996,43.56509046856529
27.107725241665165,83.14363386293337,13.051991416309011,43.66501040807024
26.600574685239245,78.74209787653781,13.871614942528735,42.87992005710487
29.932761103639617,78.1994276415125,20.786919885550784,44.23825905498187
28.325894138843715,67.94907018964383,25.780260371959944,42.18816046482212
27.70271821083429,81.29527908674467,20.980383404864092,43.62225080151829
27.661373430396697,74.9646638589185,19.387193133047212,42.82939698759763
28.358655280139143,75.14334764057645,23.97100715307582,43.11886347366877
28.42732473163305,75.15894139716895,21.623889842632337,43.175002926168176
28.01502142102592,78.85965653448146,17.279586552217452,43.49522543911446
28.943347584365604,71.3771101879289,19.37478254649499,42.95688040491512
25.49642858777727,70.37899986812046,10.887085714285716,41.370415193713185
26.0161659366242,77.68898422830607,12.208505007153075,42.502849106913494
26.342203162088243,81.19756797386682,10.043354792560802,43.10863242894244
28.01130183469584,82.81144479688827,13.482035765379113,44.024648659409905
25.475107299411757,87.46595123465652,6.392021459227468,43.53840228200477
26.439628071709933,69.05579390955586,18.905220314735335,41.548531281662164
23.808011473845344,64.63848341040004,19.841872675250357,39.80717238147509
22.548068681542624,74.11902723189587,15.011337625178829,40.47337862287134
24.004434929385205,66.18040051548948,21.095434907010013,40.07526731935912
23.15608008497945,70.5765376657205,9.327776824034334,40.360618791402665
23.032188841755985,49.1580828010439,26.950768240343344,37.45603485957494
24.001287569474425,36.08984263396911,26.60307296137339,36.26312335046514
23.81599997656686,49.21999999727522,19.43288,37.890319304358044
24.397281810449428,58.46165950103891,24.87619885550787,39.25040644265122
24.783690991490353,65.60243197810837,18.37339341917024,40.37985664080932
25.91030043900781,67.01716730557115,25.24247496423462,40.99345286778858
31.33871415546962,65.3779999923706,22.419112857142856,43.25242134471363
25.53776825071234,60.77424892267273,24.397286123032902,40.05550679017571
25.7562232065269,54.84663815150445,20.50044635193133,39.452465248953146
28.60357664924152,58.33848346115352,18.58299856938483,41.18487033957548
25.234048649647377,66.94864087520921,21.443377682403433,40.71935283205639
24.774392044765925,57.1924176850544,16.642356223175963,39.34320599283808
24.733571404048373,67.0232856968471,11.460325714285716,40.60359571115076
26.0605150585693,77.94477856790218,12.45627181688126,42.55220548986047
23.826323303200827,60.6530757953169,11.023020028612304,39.40579921746232
22.156142858777727,62.91057140350342,11.300002857142855,38.93549668819989
24.68755364315704,61.32103011058977,16.00347782546495,39.82593874734477
25.18969952497359,65.70929893744692,18.05684120171674,40.57850366999145
24.94563659646139,66.94005728245463,17.218802575107297,40.630976711653474
34.538912526186614,75.4546495145653,8.23759513590844,46.08722360486598
23.60515020640623,52.07753935392322,22.483567954220312,38.122001547684754
24.33605150705755,64.78927036552811,21.14649356223176,40.04989835236507
26.52846921667009,73.59155928321151,15.60646208869814,42.18740310414906
27.407725308245,72.99942768626288,18.35520886981402,42.48058274644481
27.271988371806152,80.05805512471193,16.71032075471698,43.31712050124503
27.069670945960222,75.56151644115967,18.281379113018595,42.64944759436521
25.55236046372224,87.97696675967761,9.1582217453505,43.60928563374731
25.612017215406777,79.281974290403,11.123901287553648,42.531170059974556
27.6143061620142,77.99442059867542,16.469454935622316,43.21552010452411
16.04263233626861,63.53090125262652,7.477639484978541,36.308204991732
25.43133019241311,78.96509312423684,5.774001430615164,42.46385494844753
18.644283588646807,71.12735158696707,8.422671490593343,38.414187938553724
16.424606579738285,61.528326277398584,11.27871530758226,36.19174704280377
14.02875541583322,61.94892701024832,5.73892703862661,35.22455023388768
13.546142845153808,45.03957141331264,7.809528571428571,32.876797753519014
12.790128758366356,58.55693842788281,7.592383404864092,34.22699582868665
15.59771100782359,52.15007152202645,20.530533619456367,34.55800618254037
19.59141632620357,48.9027183925645,20.56810443490701,35.94406283061325
18.510586506648465,52.700572285358824,19.415068669527894,35.944682975704815
19.48669530734825,65.94792555125485,13.10410729613734,38.09900253844275
22.31573667512602,70.38111582743764,17.01742060085837,39.88259627418134
22.07324751661571,75.41187410804847,17.26168669527897,40.39930246371759
21.886552218544978,78.20314740793559,12.400979971387695,40.712373014321905
24.125035808492285,76.46080113139446,19.015443490701,41.43328197071649
23.236428598676408,70.0445713697161,18.865334285714287,40.23524311910673
21.20629471327273,70.56366229841808,13.51769957081545,39.44250291382737
22.23662379678227,66.05865522174535,18.42531616595136,39.293552405698975
19.652360527300527,61.317167361236265,19.89767238912733,37.527637745511996
23.53319018013317,71.59127313069179,20.643686695278973,40.54372300550036
22.72575105959083,73.53476405655366,19.01548354792561,40.44027422911499
22.27997139970291,64.82904142780878,17.99048497854077,39.163853900207954
22.124034323576353,67.21402007554563,18.162915593705293,39.38986482008035
24.209728202765252,71.20028607391663,19.320191702432048,40.81163303275822
22.88712445315032,60.49856945578121,15.72061373390558,38.918342955789846
21.541773998004,61.159084478331906,15.791390557939916,38.39649591656075
21.433905545563487,72.02374822046282,14.107092989985697,39.72099314412174
22.7041488123554,53.362231730732624,15.94941773962804,37.94322504721029
22.594277555168272,55.905865474149735,14.89677539341917,38.22191194681007
24.95442850657872,61.88785709381104,21.61644428571429,39.96049858535319
23.36623746301654,63.4592274023228,21.30332904148784,39.44721841804494
21.0586552667686,71.55851207509403,12.343412017167385,39.512140342684894
24.816165954087765,67.89527899069506,17.87712303290415,40.68556056840707
25.32374824338375,66.47439199182949,22.561483547925608,40.68926127940162
28.8974248452248,71.1878396499481,18.318210300429183,42.92317970755649
25.47367654235578,58.8187410193622,12.710228898426324,39.89910909359162
17.82188842566058,63.263662422845975,5.9805078683834045,37.088021332526324
11.130571422576905,70.7481428854806,8.006867142857143,34.99999999951966
12.06394848120912,51.55407725758477,14.242941344778256,32.960850415325666
14.898569409939352,49.10858367134062,14.258738197424892,33.927192098729485
17.16480686667992,55.21573677663298,12.352862660944204,35.725205207750115
17.74571435519627,60.25514284951346,9.7721,36.64055087601434
15.140915619627773,72.56952778566549,8.556409155937054,37.0210930250589
18.005150232874442,71.23533615636211,9.11425894134478,38.13403124184212
20.283977121072095,79.16351937224425,8.885776824034334,40.14827860830377
22.319456382626623,83.42875528403788,9.475110157367668,41.58799735102421
24.11888412071741,82.1175965949019,13.964609442060086,42.18691717667721
23.90343347912353,81.949070102326,14.263326180257511,42.066244669540495
23.48540771877305,86.22303269895191,13.736789699570815,42.41741458027099
22.833047222852365,83.36695276787012,8.964092989985694,41.81579519373686
21.59585713795253,81.34442844935826,7.332585714285714,41.0245411289186
22.747067237275523,75.28311860135014,16.287070100143062,40.695248342043975
17.864806929712472,86.85865521737946,2.8715565092989985,40.08334321805559
12.082403405370972,85.609155974163,3.120945636623748,37.33064451515949
13.021888425933446,77.54320461726155,6.795788268955651,36.70874780311873
18.875999995640345,54.66057143947908,18.143384285714284,36.36593853467856
21.73004292554951,50.309585118327874,20.956967095851216,37.075278209792586
20.061659529144332,42.74864093906037,15.068464949928469,35.441686895783434
20.583547905961503,72.62031471678115,14.058679542203148,39.41442830710088
21.907868319826576,80.09928472734487,17.593380543633764,40.90687654552099
24.205579397504422,74.05035778040197,19.034168812589417,41.168363060420646
22.952646585663672,72.77281824201985,17.572496423462088,40.461341866010656
22.47725320851513,74.8726751848693,14.039577968526466,40.54535856206594
25.191845475007195,74.86924178269459,15.350520743919883,41.749760345063834
25.145636617199376,80.62560795032245,12.913536480686696,42.47181003883238
27.037339069983137,76.8655220326436,16.966366237482116,42.81080776452967
27.3180257636249,74.7982832126863,17.78904148783977,42.67051066665351
26.264377645839097,79.1895565256711,14.20196852646638,42.78164627440491
20.207725309336475,76.81902707254085,5.854678111587983,39.85163192343306
20.1170243152733,69.76466384909524,14.20046208869814,38.84727360863383
17.236285683768138,71.10100001198904,11.547441428571428,37.74807318882506
19.74391995240349,68.6848355785801,16.88378540772532,38.51836475076622
18.895278964772587,64.67496419532787,14.229650929899856,37.6635627127708
18.576967081116333,78.61945635532275,5.047090128755365,39.352771473492254
18.641630875365077,93.63276113529233,4.964157367668097,41.256547085071055
21.15536508164522,78.37825461893804,3.928979971387697,40.49059344471672
12.260371959942775,75.13805449435299,7.968542203147353,36.05520473544349
17.19256078804682,77.61401996967277,9.704228898426324,38.5597658329242
22.81788266063248,80.66337634565492,11.113314735336196,41.45012221526612
27.370815476293387,77.26566527534452,14.004745350500716,43.039873156552645
24.041058596282216,83.30758208573631,8.247821173104436,42.35749069913268
18.88869817403594,71.3792562307377,6.752258941344778,38.571928610120054
22.087285657610213,57.705714351109094,21.851835714285713,38.14981180949953
17.04749645184038,78.47496430010925,3.171729613733906,38.667229577600594
23.36480713982098,88.15708146211244,2.4818755364806866,42.71684749614225
18.136819563485833,90.58552999414482,5.54747994269341,40.64390283674196
23.39699140729057,55.4856733305748,26.229904011461315,38.416684605179924
32.45123758135578,61.38296945785678,17.48862445414847,43.30202042769547
24.208011436189533,64.04878394218304,18.08326180257511,39.93054681568759
23.424749617242338,73.09084392651297,10.987919885550788,40.77844797031956
25.028612360592735,77.41459226812927,10.925713876967096,42.03831844568981
26.799409156359808,75.61935001074652,17.36974446085672,42.5444971575138
23.96719199401943,82.2352435923579,11.990727793696276,42.15321175907968
23.818768781942648,68.66021007961697,15.332827327327328,40.358908967614944
24.280058212502382,51.9110625598802,20.262248908296943,38.426148499510305
24.694347828021947,49.14652170374774,20.82220579710145,38.26137316409229
27.897028170581383,64.78291247681027,18.384518573551265,41.674241501066476
29.225143731325524,67.60517242037017,17.815310344827587,42.6280368814088
32.94662836531827,59.54576749541667,18.571725968436155,43.284167683278795
29.57449850995083,71.5534382795536,21.339585959885387,43.24247716857465
29.527206901185934,72.78625184651222,16.045532561505063,43.427883564819936
25.68569387455014,71.59284692090297,15.574751072961371,41.56013481436517
27.589828116845947,73.74656162972437,14.732808022922637,42.69162928350535
28.855657379197055,74.34418958261472,17.826776758409785,43.30330799980078
29.100429764449768,73.12865346345656,13.225706303724929,43.307244143437615
29.168428500039237,77.59628565107073,9.637787142857144,43.93114178132835
29.423748193721742,76.2025750287101,10.624935622317595,43.86189397615514
30.47124460736058,70.37596563140039,18.195173104434907,43.52915691058241
29.71471431732178,78.18328572954451,8.96247,44.25622761923802
29.78927033551261,74.51831184027021,14.41545207439199,43.777891258842295
28.176967066927187,73.18812592687866,8.870516452074392,42.943750958531
25.13490705258174,85.25164526419579,3.178645207439198,43.141401862494554
27.928999996185304,87.51242867606027,13.407142857142857,44.57524017721714
27.070529348348856,83.958798235237,9.115545064377685,43.789289766652516
24.066380537630664,76.0984263604291,9.298593705293277,41.458546247616574
26.743633807814003,64.62689553889764,17.569852646638054,41.145418373457765
30.043061481524948,73.71301850194753,16.48726037195994,43.77059636749901
28.790714285714287,73.6101427950178,19.034387142857145,43.170517258080594
30.09327614529109,71.61402008427741,21.666771101573676,43.479526705972695
30.54034333508755,73.92074380855533,18.65109585121602,43.99806923967297
30.707571427481515,73.53485700879779,17.84914,44.03291971490491
30.91516456003694,69.85178821656496,19.238457796852646,43.6524984293
31.541917004128212,78.40972825624742,20.56058655221746,44.98870514490034
27.979256088300495,80.2907010657934,10.262818311874105,43.72770968132077
27.802142914363316,83.30185709272112,7.7452314285714285,44.04917970036186
29.57424896742312,76.50586535627068,11.479399141630902,43.958758637958994
24.74864092541696,89.95550773958962,3.358241773962804,43.55344473226609
25.92074391497392,86.98955660316565,7.708138769670959,43.665759867217034
25.82432050254723,91.23404876970936,5.560931330472103,44.1736840465688
28.709663248690468,82.04377734294573,13.150805270863836,44.24544686712605
27.794269318566965,83.04340970823621,9.04442693409742,44.0004440957573
27.033047161729893,87.24577967871583,6.658320457796853,44.20723141137563
31.21101575041022,77.36695266963757,9.617071530758228,44.81912218556327
26.721714305877686,82.45642848423549,10.696377142857145,43.429521555862124
31.319599498153927,75.03161662569714,14.899656652360514,44.52371333426492
31.200715366521788,74.44549358624415,11.74008154506438,44.42869686788808
26.424428569248743,82.87257141113281,5.283354285714285,43.40201874808447
25.668669494607077,82.90343338907702,6.893872675250358,43.05075655645011
28.0329999596732,73.36300004686628,14.549684285714283,42.844405562365864
33.17564459311586,86.90243561749472,3.0069441260744982,46.95660807478245
29.387410541801835,75.02861222688732,18.514988555078677,43.62044885855728
32.11201714991841,70.14721024803849,19.796869814020027,44.220772366230605
31.648497847528414,68.82632330047214,18.17230615164521,43.8641309015959
29.559799652754492,72.90357642658108,15.854048640915591,43.45905824758438
30.357857134682792,55.30199995313371,22.025047142857144,41.55861851727519
29.25579399305352,62.66909875173937,20.572666666666667,41.99820263372783
31.33390551609372,68.07310430174734,16.93121173104435,43.641339841332695
30.25050072949673,75.73805441467547,13.701633762517885,44.14417886743853
30.521714270455497,69.8970000730242,16.012278571428574,43.51376476302695
32.06647568514149,59.368624613414866,18.987116045845273,42.86304120862154
30.203719549765744,60.61645211477648,19.2010243204578,42.180943493209924
30.965379114655807,45.29914157960207,18.824967095851218,40.61452217927233
29.51359080859008,65.33619454729029,17.582171673819744,42.47655995855678
33.102865232779166,69.49914017925973,15.538283667621776,44.62685056163133
26.558512073473867,81.08454908117204,8.005912732474965,43.21187117308864
25.944205997668963,85.29742486214262,8.039738197424892,43.46177290909949
27.15278966138632,88.23605164403737,8.96716452074392,44.36155423836233
29.427610899416333,78.85264670354273,14.54029756795422,44.15539544041944
28.714878404259853,81.67925605173616,11.159228898426322,44.222130079282636
26.475107225737347,97.58340474839544,5.735842632331902,45.25643144721005
29.594706678595156,81.28927027275293,15.132991416309013,44.52859290281877
30.702445956442855,79.2647482124164,16.168713669064747,44.76255901868305
39.326466670875384,80.86108730688628,13.013575107296138,48.86238103956712
31.586266145174083,76.54134467129032,15.002698140200286,44.83076767929542
29.315593700381648,59.18669534445832,17.089696709585123,41.625064668129795
27.82389128634517,78.90658087996454,13.650872675250357,43.45148622098807
30.044635177852427,83.62975676922669,13.613290414878398,45.037728695666154
29.896280433316427,80.88183109136098,14.045779685264664,44.62386897149304
31.87238913169064,75.97453480558164,17.413381974248928,44.864369213286565
26.29184552084905,88.69999996070698,6.716090128755365,44.055632134299515
26.28869814729486,80.36595135253557,12.48103147353362,42.95653943386118
28.108440612007108,79.38111582743764,16.02172103004292,43.61475772321182
29.086838327934473,82.8577967740606,13.842403433476395,44.509379193523
27.89728182682152,83.52932741440758,12.480828326180257,44.073074266541525
29.98342854636056,79.82842844281878,13.093921428571427,44.54096704787007
27.27968527284985,90.20143051038312,6.6940143061516455,44.68644893933396
33.73253964620923,69.66190489511641,9.92473015873016,44.9855965401232
33.06542858668736,72.93728561401367,12.678688571428571,45.06768959393128
34.75479254497479,64.62246063952794,17.323479256080113,44.74149541043664
31.36480692425511,77.97782537763212,12.730711015736766,44.93334644559914
32.90171682442377,74.42160230099046,15.282693848354793,45.15356691685297
32.36623747665995,77.36008607266798,15.76759799713877,45.275272084434064
33.82057141985212,69.78785729544504,12.654945714285711,45.0136111953485
32.101582671240934,76.88028779613029,11.806728057553956,45.13611090875675
32.739055813637925,75.5113020366183,15.423207439198857,45.215204394454375
32.316714278629846,75.41757124764578,13.797464285714286,45.0302207202369
34.232530333430894,69.4514057205384,15.91821686746988,45.123927026974854
32.82718168376,76.72374815499151,16.7510886981402,45.39284750345011
34.20300433222999,68.7198856883124,17.180071530758227,45.00680096892292
32.25812956720805,77.55338129825729,19.21620863309352,45.216537540070426
30.885407738419563,81.80028592875075,16.027085836909873,45.16253720445761
41.041344799538365,73.82503571300548,15.366197424892704,48.730085573853955
30.301430575325764,80.17210316146392,10.13794992846924,44.755985316951936
29.246208867631076,89.03719599427754,7.429218884120171,45.41607929084873
40.9636885260986,79.70316999145818,15.23536023054755,49.43024883651634
35.38226025298941,74.2792560539191,16.515622317596566,46.23640195646195
33.641058628480664,70.145350493075,13.699065808297568,44.967292461532814
33.816452040010596,72.9748210224812,16.71186409155937,45.36913523390761
33.996280315437374,71.58054364904314,19.10510014306152,45.25193863271327
34.922889747674205,70.60286128708563,20.28139198855508,45.53390597012164
31.65822604865646,81.69685273177294,8.785010014306152,45.56850300093177
29.432855031411652,87.46599724439842,3.883671449067432,45.33902767433348
27.72532192388488,89.92045771171777,5.276839771101574,44.86543110514492
29.06704872590423,84.6574498917107,9.240405444126074,44.77098124339126
30.905007145435512,78.61344768322247,14.807557939914162,44.78570442446343
28.541773996639662,88.19170239930159,8.336216022889843,44.985467436358476
33.51571427481515,71.04285725729807,15.574782857142855,45.00439451632974
33.36428572790963,72.66214284624373,16.129782857142857,45.13304390093346
34.42246065426282,71.34077252782295,20.12262947067239,45.40307711340009
34.781545068743576,70.23705293385257,18.3054878397711,45.444518874886846
36.17693414660784,71.2090258174776,13.025085959885388,46.244484724539035
31.73971423285348,77.57885726928711,10.32793285714286,45.075687918923144
33.70715305563036,73.17625174024415,15.906967095851217,45.35326028107729
34.503004300577274,71.95579386917136,20.00416452074392,45.517159043875864
34.26580830739121,71.82117315900854,19.39903719599428,45.39996780597958
41.77510742329392,81.32331880888714,14.88541058655222,50.0000000003876
33.196709571478195,82.74320415229415,11.890855507868384,46.35839767466713
